,Year,Quater,Transaction_type,Total_Transaction,Transaction_amount,state_name
2686,2018,3,Merchant payments,40675,31168155.22193054,Himachal Pradesh
2687,2018,3,Financial Services,8182,1552275.0537747287,Himachal Pradesh
2688,2018,3,Others,17693,16293930.078267336,Himachal Pradesh
2689,2018,4,Recharge & bill payments,598325,143031082.4432017,Himachal Pradesh
2690,2018,4,Peer-to-peer payments,590518,2367228879.4462624,Himachal Pradesh
2691,2018,4,Merchant payments,86963,87575811.80014335,Himachal Pradesh
2692,2018,4,Financial Services,11834,2283052.790977265,Himachal Pradesh
2693,2018,4,Others,20243,21180141.658664487,Himachal Pradesh
2694,2022,1,Merchant payments,2507246,1227972829.6970267,Dadra and Nagar Haveli
2695,2022,1,Peer-to-peer payments,1745454,4674787017.541661,Dadra and Nagar Haveli
2696,2022,1,Recharge & bill payments,538134,326296370.82357025,Dadra and Nagar Haveli
2697,2022,1,Financial Services,2574,2661345.5534556974,Dadra and Nagar Haveli
2698,2022,1,Others,9395,5330803.646676767,Dadra and Nagar Haveli
2699,2022,2,Merchant payments,3346697,1536859131.3374817,Dadra and Nagar Haveli
2700,2022,2,Peer-to-peer payments,1861799,5078832140.606572,Dadra and Nagar Haveli
2701,2022,2,Recharge & bill payments,539562,372921225.4254243,Dadra and Nagar Haveli
2702,2022,2,Financial Services,1849,2131607.7226029015,Dadra and Nagar Haveli
2703,2022,2,Others,9864,4415675.718757721,Dadra and Nagar Haveli
2704,2022,3,Merchant payments,3777156,1705567002.0586467,Dadra and Nagar Haveli
2705,2022,3,Peer-to-peer payments,2086741,5382949597.510585,Dadra and Nagar Haveli
2706,2022,3,Recharge & bill payments,592431,425206924.5270094,Dadra and Nagar Haveli
2707,2022,3,Financial Services,2237,3194409.939898855,Dadra and Nagar Haveli
2708,2022,3,Others,7056,3729425.46329771,Dadra and Nagar Haveli
2709,2022,4,Merchant payments,4415771,1889046056.1988354,Dadra and Nagar Haveli
2710,2022,4,Peer-to-peer payments,2215052,5737539058.403507,Dadra and Nagar Haveli
2711,2022,4,Recharge & bill payments,548795,426040023.1105018,Dadra and Nagar Haveli
2712,2022,4,Financial Services,2495,3169199.262533775,Dadra and Nagar Haveli
2713,2022,4,Others,7472,3846409.1057498828,Dadra and Nagar Haveli
2714,2019,1,Peer-to-peer payments,408465,757657638.3173952,Dadra and Nagar Haveli
2715,2019,1,Recharge & bill payments,225998,62660761.88806932,Dadra and Nagar Haveli
2716,2019,1,Merchant payments,20694,17043867.88608146,Dadra and Nagar Haveli
2717,2019,1,Financial Services,1645,221064.6189234741,Dadra and Nagar Haveli
2718,2019,1,Others,5012,5786443.339431095,Dadra and Nagar Haveli
2719,2019,2,Peer-to-peer payments,244134,734034142.8087387,Dadra and Nagar Haveli
2720,2019,2,Recharge & bill payments,198184,63874445.55241879,Dadra and Nagar Haveli
2721,2019,2,Merchant payments,40781,20816136.241969176,Dadra and Nagar Haveli
2722,2019,2,Financial Services,748,155149.75618074698,Dadra and Nagar Haveli
2723,2019,2,Others,5809,5561402.205763446,Dadra and Nagar Haveli
2724,2019,3,Recharge & bill payments,319142,104597035.07984878,Dadra and Nagar Haveli
2725,2019,3,Peer-to-peer payments,249944,821178569.0593253,Dadra and Nagar Haveli
2726,2019,3,Merchant payments,63616,30634658.237494454,Dadra and Nagar Haveli
2727,2019,3,Financial Services,533,425044.05141368794,Dadra and Nagar Haveli
2728,2019,3,Others,5516,4636167.420289769,Dadra and Nagar Haveli
2729,2019,4,Recharge & bill payments,351819,125809568.35055912,Dadra and Nagar Haveli
2730,2019,4,Peer-to-peer payments,324464,1051976410.5472054,Dadra and Nagar Haveli
2731,2019,4,Merchant payments,86758,45361559.23824883,Dadra and Nagar Haveli
2732,2019,4,Financial Services,1019,267762.49056630814,Dadra and Nagar Haveli
2733,2019,4,Others,4911,3225961.384460643,Dadra and Nagar Haveli
2734,2021,1,Peer-to-peer payments,768921,2379220756.2230163,Dadra and Nagar Haveli
2735,2021,1,Merchant payments,705821,367522132.38063604,Dadra and Nagar Haveli
2736,2021,1,Recharge & bill payments,442926,213177144.73200977,Dadra and Nagar Haveli
2737,2021,1,Financial Services,2243,1930008.9716834244,Dadra and Nagar Haveli
2738,2021,1,Others,5333,3782868.8861592514,Dadra and Nagar Haveli
2739,2021,2,Peer-to-peer payments,843550,2512913026.4279447,Dadra and Nagar Haveli
2740,2021,2,Merchant payments,802899,430487473.930562,Dadra and Nagar Haveli
2741,2021,2,Recharge & bill payments,471136,208762964.0120024,Dadra and Nagar Haveli
2742,2021,2,Financial Services,1826,1763792.6506419359,Dadra and Nagar Haveli
2743,2021,2,Others,5672,3741204.3977531465,Dadra and Nagar Haveli
2744,2021,3,Merchant payments,1312241,706774071.9381688,Dadra and Nagar Haveli
2745,2021,3,Peer-to-peer payments,1262732,3339347400.0643554,Dadra and Nagar Haveli
2746,2021,3,Recharge & bill payments,544322,253199754.8745275,Dadra and Nagar Haveli
2747,2021,3,Financial Services,2065,2252116.636459231,Dadra and Nagar Haveli
2748,2021,3,Others,8110,4365759.277996017,Dadra and Nagar Haveli
2749,2021,4,Merchant payments,2013673,1058989463.1650428,Dadra and Nagar Haveli
2750,2021,4,Peer-to-peer payments,1577168,4202291071.7106133,Dadra and Nagar Haveli
2751,2021,4,Recharge & bill payments,551618,294991582.16815025,Dadra and Nagar Haveli
2752,2021,4,Financial Services,2909,3159306.4175118254,Dadra and Nagar Haveli
2753,2021,4,Others,11717,6407962.869342193,Dadra and Nagar Haveli
2754,2020,1,Recharge & bill payments,407577,153340696.30393675,Dadra and Nagar Haveli
2755,2020,1,Peer-to-peer payments,329005,1119439489.5005136,Dadra and Nagar Haveli
2756,2020,1,Merchant payments,137040,66713356.798143014,Dadra and Nagar Haveli
2757,2020,1,Financial Services,668,418783.1260904173,Dadra and Nagar Haveli
2758,2020,1,Others,4289,2851043.563834071,Dadra and Nagar Haveli
2759,2020,2,Recharge & bill payments,525974,178877986.7248658,Dadra and Nagar Haveli
2760,2020,2,Peer-to-peer payments,323909,1052118443.3664523,Dadra and Nagar Haveli
2761,2020,2,Merchant payments,118801,68938500.71228051,Dadra and Nagar Haveli
2762,2020,2,Financial Services,1826,993268.2971840606,Dadra and Nagar Haveli
2763,2020,2,Others,2642,1448254.787275234,Dadra and Nagar Haveli
2764,2020,3,Recharge & bill payments,455603,201223380.1868608,Dadra and Nagar Haveli
2765,2020,3,Peer-to-peer payments,419524,1401020928.2319155,Dadra and Nagar Haveli
2766,2020,3,Merchant payments,257572,143497844.49072367,Dadra and Nagar Haveli
2767,2020,3,Financial Services,1635,1778864.0123306382,Dadra and Nagar Haveli
2768,2020,3,Others,3978,2268098.077531771,Dadra and Nagar Haveli
2769,2020,4,Peer-to-peer payments,666995,2153786522.547576,Dadra and Nagar Haveli
2770,2020,4,Merchant payments,631443,316510115.80515665,Dadra and Nagar Haveli
2771,2020,4,Recharge & bill payments,509971,224246669.7783347,Dadra and Nagar Haveli
2772,2020,4,Financial Services,2453,1683959.5099964456,Dadra and Nagar Haveli
2773,2020,4,Others,6929,4283833.187441602,Dadra and Nagar Haveli
2774,2018,1,Recharge & bill payments,95544,17526369.5804541,Dadra and Nagar Haveli
2775,2018,1,Peer-to-peer payments,44599,151966933.24607396,Dadra and Nagar Haveli
2776,2018,1,Merchant payments,1531,1580762.779739072,Dadra and Nagar Haveli
2777,2018,1,Financial Services,1364,353171.5523814913,Dadra and Nagar Haveli
2778,2018,1,Others,5511,4231146.95056825,Dadra and Nagar Haveli
2779,2018,2,Recharge & bill payments,122834,30595592.007682398,Dadra and Nagar Haveli
2780,2018,2,Peer-to-peer payments,69215,261995613.05482048,Dadra and Nagar Haveli
2781,2018,2,Merchant payments,3544,4685536.036433555,Dadra and Nagar Haveli
2782,2018,2,Financial Services,2996,383806.08546730166,Dadra and Nagar Haveli
2783,2018,2,Others,4037,4410224.471747881,Dadra and Nagar Haveli
2784,2018,3,Recharge & bill payments,157113,39790820.29359456,Dadra and Nagar Haveli
2785,2018,3,Peer-to-peer payments,119346,396698085.4104552,Dadra and Nagar Haveli
2786,2018,3,Merchant payments,7465,5693604.7441260815,Dadra and Nagar Haveli
2787,2018,3,Financial Services,1477,297647.89589848556,Dadra and Nagar Haveli
2788,2018,3,Others,4174,5159437.334100959,Dadra and Nagar Haveli
2789,2018,4,Peer-to-peer payments,194214,582082154.4115133,Dadra and Nagar Haveli
2790,2018,4,Recharge & bill payments,185793,49972030.11285484,Dadra and Nagar Haveli
2791,2018,4,Merchant payments,15739,19577328.03937304,Dadra and Nagar Haveli
2792,2018,4,Financial Services,2996,371674.6991335743,Dadra and Nagar Haveli
2793,2018,4,Others,5340,6747429.538011953,Dadra and Nagar Haveli
2794,2022,1,Peer-to-peer payments,343041,1685241980.664183,Jammu and Kashmir
2795,2022,1,Merchant payments,167100,279354508.988595,Jammu and Kashmir
2796,2022,1,Recharge & bill payments,116486,56203999.28920926,Jammu and Kashmir
2797,2022,1,Financial Services,1247,2023327.6779848374,Jammu and Kashmir
2798,2022,1,Others,2141,2217102.222236882,Jammu and Kashmir
2799,2022,2,Peer-to-peer payments,608870,2941624382.277109,Jammu and Kashmir
2800,2022,2,Merchant payments,346146,508439376.68091977,Jammu and Kashmir
2801,2022,2,Recharge & bill payments,158996,88531677.99442025,Jammu and Kashmir
2802,2022,2,Financial Services,1585,2487560.1853386,Jammu and Kashmir
2803,2022,2,Others,2476,2235180.8584825676,Jammu and Kashmir
2804,2022,3,Peer-to-peer payments,659896,2955729492.4985514,Jammu and Kashmir
2805,2022,3,Merchant payments,367022,551472983.879604,Jammu and Kashmir
2806,2022,3,Recharge & bill payments,160269,94288872.34747365,Jammu and Kashmir
2807,2022,3,Financial Services,1555,1815866.8961950848,Jammu and Kashmir
2808,2022,3,Others,2116,1892134.7520804727,Jammu and Kashmir
2809,2022,4,Peer-to-peer payments,559259,2350047971.603546,Jammu and Kashmir
2810,2022,4,Merchant payments,382456,462189599.28430265,Jammu and Kashmir
2811,2022,4,Recharge & bill payments,138793,79767790.98577228,Jammu and Kashmir
2812,2022,4,Financial Services,1248,1198715.2123450316,Jammu and Kashmir
2813,2022,4,Others,1616,1273495.592982805,Jammu and Kashmir
2814,2019,1,Peer-to-peer payments,22076,139715922.1887053,Jammu and Kashmir
2815,2019,1,Recharge & bill payments,20014,7186109.182288248,Jammu and Kashmir
2816,2019,1,Merchant payments,3238,4967122.4999400275,Jammu and Kashmir
2817,2019,1,Financial Services,114,111851.02856430915,Jammu and Kashmir
2818,2019,1,Others,703,878916.0496292994,Jammu and Kashmir
2819,2019,2,Peer-to-peer payments,34202,240305709.92824298,Jammu and Kashmir
2820,2019,2,Recharge & bill payments,25357,10116773.366134495,Jammu and Kashmir
2821,2019,2,Merchant payments,8220,7726519.367758205,Jammu and Kashmir
2822,2019,2,Financial Services,86,113767.09768193656,Jammu and Kashmir
2823,2019,2,Others,907,992737.2376073576,Jammu and Kashmir
2824,2019,3,Peer-to-peer payments,43198,303596367.67958534,Jammu and Kashmir
2825,2019,3,Recharge & bill payments,41491,18054746.121448334,Jammu and Kashmir
2826,2019,3,Merchant payments,6963,8096082.971229901,Jammu and Kashmir
2827,2019,3,Financial Services,48,148633.29469977494,Jammu and Kashmir
2828,2019,3,Others,696,1233697.1268589406,Jammu and Kashmir
2829,2019,4,Peer-to-peer payments,42095,298044908.5075786,Jammu and Kashmir
2830,2019,4,Recharge & bill payments,35467,16510212.100753112,Jammu and Kashmir
2831,2019,4,Merchant payments,6522,8717893.899929387,Jammu and Kashmir
2832,2019,4,Financial Services,46,162760.63254625077,Jammu and Kashmir
2833,2019,4,Others,576,1253584.887304229,Jammu and Kashmir
2834,2021,1,Peer-to-peer payments,141894,869999786.1513934,Jammu and Kashmir
2835,2021,1,Recharge & bill payments,72719,35459532.4121063,Jammu and Kashmir
2836,2021,1,Merchant payments,58875,74977913.47237433,Jammu and Kashmir
2837,2021,1,Financial Services,629,1455016.148284281,Jammu and Kashmir
2838,2021,1,Others,1298,1527565.0627209258,Jammu and Kashmir
2839,2021,2,Peer-to-peer payments,209818,1259044412.4358737,Jammu and Kashmir
2840,2021,2,Recharge & bill payments,95458,44754721.82815341,Jammu and Kashmir
2841,2021,2,Merchant payments,92078,119608470.0411553,Jammu and Kashmir
2842,2021,2,Financial Services,755,1756762.1471181023,Jammu and Kashmir
2843,2021,2,Others,1607,2094729.0180191218,Jammu and Kashmir
2844,2021,3,Peer-to-peer payments,330919,1917311078.1287262,Jammu and Kashmir
2845,2021,3,Merchant payments,135108,233260756.5088715,Jammu and Kashmir
2846,2021,3,Recharge & bill payments,121856,58750081.8151172,Jammu and Kashmir
2847,2021,3,Financial Services,900,1911625.5446910746,Jammu and Kashmir
2848,2021,3,Others,2204,2751201.9371823343,Jammu and Kashmir
2849,2021,4,Peer-to-peer payments,337120,1804428550.1884875,Jammu and Kashmir
2850,2021,4,Merchant payments,169110,284786365.9296017,Jammu and Kashmir
2851,2021,4,Recharge & bill payments,120607,58403893.47253243,Jammu and Kashmir
2852,2021,4,Financial Services,912,3068708.947120995,Jammu and Kashmir
2853,2021,4,Others,2438,2847620.2425241945,Jammu and Kashmir
2854,2020,1,Peer-to-peer payments,51560,339551900.3873952,Jammu and Kashmir
2855,2020,1,Recharge & bill payments,49801,23010664.72023286,Jammu and Kashmir
2856,2020,1,Merchant payments,14264,13338124.271892821,Jammu and Kashmir
2857,2020,1,Financial Services,204,583108.9455483773,Jammu and Kashmir
2858,2020,1,Others,590,1155879.120674257,Jammu and Kashmir
2859,2020,2,Recharge & bill payments,70601,32087339.266190995,Jammu and Kashmir
2860,2020,2,Peer-to-peer payments,68450,470749365.09816045,Jammu and Kashmir
2861,2020,2,Merchant payments,15132,19679330.186414924,Jammu and Kashmir
2862,2020,2,Financial Services,337,786069.1630768818,Jammu and Kashmir
2863,2020,2,Others,490,490894.93818109273,Jammu and Kashmir
2864,2020,3,Peer-to-peer payments,108345,751333715.2896031,Jammu and Kashmir
2865,2020,3,Recharge & bill payments,81623,40380074.55014179,Jammu and Kashmir
2866,2020,3,Merchant payments,36861,40538778.75651745,Jammu and Kashmir
2867,2020,3,Financial Services,621,2334917.7832646337,Jammu and Kashmir
2868,2020,3,Others,772,900013.678666259,Jammu and Kashmir
2869,2020,4,Peer-to-peer payments,151582,985814864.3429123,Jammu and Kashmir
2870,2020,4,Recharge & bill payments,94133,44185250.8636451,Jammu and Kashmir
2871,2020,4,Merchant payments,83868,77511378.30739444,Jammu and Kashmir
2872,2020,4,Financial Services,729,1965054.5898611392,Jammu and Kashmir
2873,2020,4,Others,1822,2486922.4041473325,Jammu and Kashmir
2874,2018,1,Recharge & bill payments,3550,927250.7143707818,Jammu and Kashmir
2875,2018,1,Peer-to-peer payments,1752,10767803.999610368,Jammu and Kashmir
2876,2018,1,Merchant payments,320,369327.62555241917,Jammu and Kashmir
2877,2018,1,Financial Services,132,274283.17576680594,Jammu and Kashmir
2878,2018,1,Others,335,194192.25581440225,Jammu and Kashmir
2879,2018,2,Recharge & bill payments,8075,2417434.2729015187,Jammu and Kashmir
2880,2018,2,Peer-to-peer payments,5667,42638443.11997231,Jammu and Kashmir
2881,2018,2,Merchant payments,724,1761366.2964342085,Jammu and Kashmir
2882,2018,2,Financial Services,151,127324.6279709443,Jammu and Kashmir
2883,2018,2,Others,393,390334.220462498,Jammu and Kashmir
2884,2018,3,Recharge & bill payments,13136,4676712.344045115,Jammu and Kashmir
2885,2018,3,Peer-to-peer payments,10133,77085890.57395566,Jammu and Kashmir
2886,2018,3,Merchant payments,1168,2016579.2506718007,Jammu and Kashmir
2887,2018,3,Financial Services,84,69317.12287872119,Jammu and Kashmir
2888,2018,3,Others,343,242477.8532947429,Jammu and Kashmir
2889,2018,4,Recharge & bill payments,16650,5701932.895454288,Jammu and Kashmir
2890,2018,4,Peer-to-peer payments,15939,123611779.58930421,Jammu and Kashmir
2891,2018,4,Merchant payments,1881,5082666.820758243,Jammu and Kashmir
2892,2018,4,Financial Services,142,94604.73391846984,Jammu and Kashmir
2893,2018,4,Others,599,1031858.4532022325,Jammu and Kashmir
2894,2022,1,Peer-to-peer payments,27156085,108855352347.44865,Assam
2895,2022,1,Merchant payments,19011883,18833132506.022354,Assam
2896,2022,1,Recharge & bill payments,12474674,4424035840.366192,Assam
2897,2022,1,Financial Services,68432,73257991.39188361,Assam
2898,2022,1,Others,178812,94659207.47378007,Assam
2899,2022,2,Peer-to-peer payments,33879530,123829913105.31845,Assam
2900,2022,2,Merchant payments,28377534,24333260089.826862,Assam
2901,2022,2,Recharge & bill payments,13858113,4814695679.877083,Assam
2902,2022,2,Financial Services,50785,55549153.74320389,Assam
2903,2022,2,Others,168763,77624058.0178437,Assam
2904,2022,3,Peer-to-peer payments,37000266,127264703851.96637,Assam
2905,2022,3,Merchant payments,34935460,28789992307.161205,Assam
2906,2022,3,Recharge & bill payments,13974568,5295136932.037907,Assam
2907,2022,3,Financial Services,65066,62882386.459812224,Assam
2908,2022,3,Others,138451,76363577.27323309,Assam
2909,2022,4,Peer-to-peer payments,44828832,150693397669.18314,Assam
2910,2022,4,Merchant payments,43605784,36033810141.574844,Assam
2911,2022,4,Recharge & bill payments,15344794,5773980885.270762,Assam
2912,2022,4,Financial Services,74414,75960367.91633397,Assam
2913,2022,4,Others,127443,76370123.60102956,Assam
2914,2019,1,Recharge & bill payments,1993220,400281677.94382846,Assam
2915,2019,1,Peer-to-peer payments,1976310,7291433300.700247,Assam
2916,2019,1,Merchant payments,494871,266644645.74929428,Assam
2917,2019,1,Financial Services,20162,4612454.1127945455,Assam
2918,2019,1,Others,48442,39127457.944687635,Assam
2919,2019,2,Recharge & bill payments,2512932,539315772.8606573,Assam
2920,2019,2,Peer-to-peer payments,2293770,10035232820.852964,Assam
2921,2019,2,Merchant payments,573646,326844709.5879724,Assam
2922,2019,2,Financial Services,13654,4037222.414240564,Assam
2923,2019,2,Others,60927,49538663.41037582,Assam
2924,2019,3,Peer-to-peer payments,2713539,11835800855.176552,Assam
2925,2019,3,Recharge & bill payments,2645302,639885372.7480905,Assam
2926,2019,3,Merchant payments,513728,421380275.4207429,Assam
2927,2019,3,Financial Services,8606,6403456.344768786,Assam
2928,2019,3,Others,61396,46973660.73634353,Assam
2929,2019,4,Peer-to-peer payments,3222143,14083346879.361855,Assam
2930,2019,4,Recharge & bill payments,2937800,704118873.972094,Assam
2931,2019,4,Merchant payments,544053,456318130.082201,Assam
2932,2019,4,Financial Services,9621,3492255.0860687294,Assam
2933,2019,4,Others,46893,34707757.009855896,Assam
2934,2021,1,Peer-to-peer payments,9449096,45476079487.10464,Assam
2935,2021,1,Recharge & bill payments,6494111,2103017761.546533,Assam
2936,2021,1,Merchant payments,3459132,3657261586.2001615,Assam
2937,2021,1,Financial Services,34049,41291047.3832124,Assam
2938,2021,1,Others,75672,48814663.88782827,Assam
2939,2021,2,Peer-to-peer payments,11668399,51521387890.61253,Assam
2940,2021,2,Recharge & bill payments,9058005,2657676415.2458973,Assam
2941,2021,2,Merchant payments,4562669,4914753140.040101,Assam
2942,2021,2,Financial Services,49671,46106001.498141706,Assam
2943,2021,2,Others,94161,52549929.267157935,Assam
2944,2021,3,Peer-to-peer payments,15617592,64131823895.235466,Assam
2945,2021,3,Recharge & bill payments,10284267,3248364164.1984267,Assam
2946,2021,3,Merchant payments,7431371,8208706348.034584,Assam
2947,2021,3,Financial Services,39479,43889820.495989755,Assam
2948,2021,3,Others,131732,67715045.34317216,Assam
2949,2021,4,Peer-to-peer payments,21393962,86801625126.53499,Assam
2950,2021,4,Merchant payments,12895755,13378765005.905182,Assam
2951,2021,4,Recharge & bill payments,11484376,3842004488.3733196,Assam
2952,2021,4,Financial Services,60724,65456475.826191336,Assam
2953,2021,4,Others,185544,97116796.57575196,Assam
2954,2020,1,Peer-to-peer payments,4058740,18977446151.768826,Assam
2955,2020,1,Recharge & bill payments,3897975,971722606.1579468,Assam
2956,2020,1,Merchant payments,792646,675423852.9512749,Assam
2957,2020,1,Financial Services,10173,7054325.507515656,Assam
2958,2020,1,Others,49326,36781411.34368035,Assam
2959,2020,2,Recharge & bill payments,6045321,1612522828.7163475,Assam
2960,2020,2,Peer-to-peer payments,3648386,17358374071.26616,Assam
2961,2020,2,Merchant payments,742400,749018053.2400584,Assam
2962,2020,2,Financial Services,19814,18130004.687672265,Assam
2963,2020,2,Others,49278,28255168.009208795,Assam
2964,2020,3,Peer-to-peer payments,5637893,26646565777.43919,Assam
2965,2020,3,Recharge & bill payments,5292154,1627282415.9451878,Assam
2966,2020,3,Merchant payments,1383230,1492484153.3873158,Assam
2967,2020,3,Financial Services,24954,28452966.026372254,Assam
2968,2020,3,Others,59480,36605946.74600269,Assam
2969,2020,4,Peer-to-peer payments,7538478,36013292450.814384,Assam
2970,2020,4,Recharge & bill payments,5383505,1662189124.4177454,Assam
2971,2020,4,Merchant payments,2392184,2466913305.59039,Assam
2972,2020,4,Financial Services,29764,32314809.975261033,Assam
2973,2020,4,Others,79523,51901628.46643049,Assam
2974,2018,1,Recharge & bill payments,632092,93491181.14056379,Assam
2975,2018,1,Peer-to-peer payments,318025,993525195.9818655,Assam
2976,2018,1,Merchant payments,40482,34501622.89266755,Assam
2977,2018,1,Financial Services,18172,4936862.200688562,Assam
2978,2018,1,Others,48110,31349593.99668264,Assam
2979,2018,2,Recharge & bill payments,984160,174427478.21340805,Assam
2980,2018,2,Peer-to-peer payments,530781,2064314053.1339972,Assam
2981,2018,2,Merchant payments,79307,73366344.80739225,Assam
2982,2018,2,Financial Services,22773,7051504.657611102,Assam
2983,2018,2,Others,46852,31425754.725386057,Assam
2984,2018,3,Recharge & bill payments,1275136,254569069.32411742,Assam
2985,2018,3,Peer-to-peer payments,843571,3424136709.5088205,Assam
2986,2018,3,Merchant payments,159532,96783839.37466942,Assam
2987,2018,3,Financial Services,22677,4741123.821880115,Assam
2988,2018,3,Others,50935,30904247.884785894,Assam
2989,2018,4,Recharge & bill payments,1703488,317661277.3470997,Assam
2990,2018,4,Peer-to-peer payments,1279089,5284776455.070784,Assam
2991,2018,4,Merchant payments,667293,240563395.2777939,Assam
2992,2018,4,Financial Services,28035,6331912.52655252,Assam
2993,2018,4,Others,56267,38689818.79087821,Assam
2994,2022,1,Peer-to-peer payments,801009,3899172008.7001157,Meghalaya
2995,2022,1,Recharge & bill payments,459530,192026788.60457045,Meghalaya
2996,2022,1,Merchant payments,405859,563004043.9315958,Meghalaya
2997,2022,1,Financial Services,2134,3019251.8598936894,Meghalaya
2998,2022,1,Others,6218,5116238.235718384,Meghalaya
2999,2022,2,Peer-to-peer payments,977816,4359000096.157877,Meghalaya
3000,2022,2,Merchant payments,591364,714995836.5962032,Meghalaya
3001,2022,2,Recharge & bill payments,467745,200896879.69103926,Meghalaya
3002,2022,2,Financial Services,1880,2406087.095158501,Meghalaya
3003,2022,2,Others,5844,4192522.344518611,Meghalaya
3004,2022,3,Peer-to-peer payments,2050942,7796315453.507147,Meghalaya
3005,2022,3,Merchant payments,1486098,1468318733.1353962,Meghalaya
3006,2022,3,Recharge & bill payments,810017,330230375.9276109,Meghalaya
3007,2022,3,Financial Services,3504,3106775.3857113793,Meghalaya
3008,2022,3,Others,8604,5329459.165683068,Meghalaya
3009,2022,4,Peer-to-peer payments,1901671,7328913724.3339405,Meghalaya
3010,2022,4,Merchant payments,1334431,1381013596.832624,Meghalaya
3011,2022,4,Recharge & bill payments,685678,278377945.43169147,Meghalaya
3012,2022,4,Financial Services,3544,3564357.119764914,Meghalaya
3013,2022,4,Others,7124,4671532.630633753,Meghalaya
3014,2019,1,Recharge & bill payments,98817,23006751.795504905,Meghalaya
3015,2019,1,Peer-to-peer payments,90694,358932132.1046898,Meghalaya
3016,2019,1,Merchant payments,16073,14297275.230527855,Meghalaya
3017,2019,1,Financial Services,659,62335.064750311045,Meghalaya
3018,2019,1,Others,2498,2738667.957962149,Meghalaya
3019,2019,2,Recharge & bill payments,108812,27248605.429233357,Meghalaya
3020,2019,2,Peer-to-peer payments,97407,446537199.17356837,Meghalaya
3021,2019,2,Merchant payments,22588,15600927.006629137,Meghalaya
3022,2019,2,Financial Services,460,106800.75308155928,Meghalaya
3023,2019,2,Others,3019,3437756.744766518,Meghalaya
3024,2019,3,Recharge & bill payments,155949,38916251.42165714,Meghalaya
3025,2019,3,Peer-to-peer payments,116168,546221812.6889315,Meghalaya
3026,2019,3,Merchant payments,31201,23461321.889810227,Meghalaya
3027,2019,3,Financial Services,421,584192.9488108774,Meghalaya
3028,2019,3,Others,2811,3035023.204323471,Meghalaya
3029,2019,4,Recharge & bill payments,175084,43611775.02621875,Meghalaya
3030,2019,4,Peer-to-peer payments,163734,670870023.4297696,Meghalaya
3031,2019,4,Merchant payments,24430,25344714.50557894,Meghalaya
3032,2019,4,Financial Services,382,124511.63613216748,Meghalaya
3033,2019,4,Others,2351,2485447.192519395,Meghalaya
3034,2021,1,Peer-to-peer payments,326993,1794745857.3188953,Meghalaya
3035,2021,1,Recharge & bill payments,306634,106098525.65614726,Meghalaya
3036,2021,1,Merchant payments,108805,147747773.01896822,Meghalaya
3037,2021,1,Financial Services,1777,3981898.0457751974,Meghalaya
3038,2021,1,Others,3437,2941223.950049905,Meghalaya
3039,2021,2,Recharge & bill payments,389959,129031455.7077258,Meghalaya
3040,2021,2,Peer-to-peer payments,366411,1885041503.7970467,Meghalaya
3041,2021,2,Merchant payments,147406,173894963.00439677,Meghalaya
3042,2021,2,Financial Services,1766,2306496.854595862,Meghalaya
3043,2021,2,Others,4052,3342835.5268340455,Meghalaya
3044,2021,3,Peer-to-peer payments,473274,2348008593.21644,Meghalaya
3045,2021,3,Recharge & bill payments,418429,144363692.75220004,Meghalaya
3046,2021,3,Merchant payments,199427,270311210.8907223,Meghalaya
3047,2021,3,Financial Services,1556,2379067.1150075165,Meghalaya
3048,2021,3,Others,5045,3937887.553600684,Meghalaya
3049,2021,4,Peer-to-peer payments,669693,3233210261.728197,Meghalaya
3050,2021,4,Recharge & bill payments,447310,165277548.45940137,Meghalaya
3051,2021,4,Merchant payments,314445,442464385.0377933,Meghalaya
3052,2021,4,Financial Services,1989,2464327.9242311358,Meghalaya
3053,2021,4,Others,6756,5348877.036531466,Meghalaya
3054,2020,1,Recharge & bill payments,226214,59666071.21530793,Meghalaya
3055,2020,1,Peer-to-peer payments,216022,1013733312.3935763,Meghalaya
3056,2020,1,Merchant payments,57245,44125206.34755945,Meghalaya
3057,2020,1,Financial Services,473,402779.89033132966,Meghalaya
3058,2020,1,Others,2329,2207471.061039081,Meghalaya
3059,2020,2,Recharge & bill payments,382662,100570200.25271696,Meghalaya
3060,2020,2,Peer-to-peer payments,202270,998750895.9111593,Meghalaya
3061,2020,2,Merchant payments,46014,48980521.41595118,Meghalaya
3062,2020,2,Financial Services,1186,2944583.114737345,Meghalaya
3063,2020,2,Others,3263,2488953.643832149,Meghalaya
3064,2020,3,Recharge & bill payments,342484,97662913.13408674,Meghalaya
3065,2020,3,Peer-to-peer payments,194448,1065012681.7126106,Meghalaya
3066,2020,3,Merchant payments,55595,67511647.1349487,Meghalaya
3067,2020,3,Financial Services,1587,4049966.8133478058,Meghalaya
3068,2020,3,Others,3465,2821792.5880408054,Meghalaya
3069,2020,4,Recharge & bill payments,350006,102794647.7641504,Meghalaya
3070,2020,4,Peer-to-peer payments,286252,1579858348.0670543,Meghalaya
3071,2020,4,Merchant payments,111471,115136797.58942303,Meghalaya
3072,2020,4,Financial Services,1809,2774557.112070617,Meghalaya
3073,2020,4,Others,4470,3678221.666272167,Meghalaya
3074,2018,1,Recharge & bill payments,31857,6028476.149090356,Meghalaya
3075,2018,1,Peer-to-peer payments,13274,55943496.515886314,Meghalaya
